    6   24   30    1    6     /CARBON             /GCR PROJECT      
--------------------------------------------------------------------------------
    4    2    2    1    2    1    1                                             
--------------------------------------------------------------------------------
   7.69897   8.00000   8.30103   8.69897   9.00000   9.30103   9.69897  10.00000
  10.30103  10.69897  11.00000  11.30103  11.69897  12.00000  12.30103  12.69897
  13.00000  13.30103  13.69897  14.00000  14.30103  14.69897  15.00000  15.30103
   -.69877   -.52268   -.30083   -.15470    .00020    .17629    .30123    .47732
    .69917    .84530   1.00020   1.17629   1.30123   1.47732   1.69917   1.84530
   2.00020   2.17629   2.30123   2.47732   2.69917   2.84530   3.00020   3.17629
   3.30123   3.47732   3.69917   3.84530   4.00020   4.17629
---------------------/ IPRT= 1  / IGRD= 0  /--------/ Z1= 1   / DATE= 04/11/99
 -29.72516 -29.70755 -29.68646 -29.65246 -29.62274 -29.58989 -29.53619 -29.48661
 -29.43065 -29.34546 -29.27080 -29.18596 -29.05683 -28.94431 -28.81712 -28.62807
 -28.46753 -28.29098 -28.05250 -27.86575 -27.67875 -27.56925 -27.42175 -27.12072
 -29.88336 -29.87133 -29.85772 -29.83433 -29.81276 -29.78914 -29.75079 -29.71550
 -29.67582 -29.61457 -29.56056 -29.49952 -29.40456 -29.32106 -29.22795 -29.08750
 -28.96619 -28.83255 -28.64915 -28.49842 -28.34176 -28.26813 -28.13374 -27.83271
 -30.06588 -30.05861 -30.05053 -30.03718 -30.02403 -30.00792 -29.98414 -29.96333
 -29.93796 -29.89942 -29.86567 -29.82561 -29.76412 -29.71051 -29.64910 -29.55690
 -29.47775 -29.38971 -29.27018 -29.16810 -29.05930 -29.05507 -28.94894 -28.64791
 -30.18698 -30.18153 -30.17514 -30.16517 -30.15625 -30.14580 -30.12869 -30.11289
 -30.09472 -30.06759 -30.04317 -30.01339 -29.96821 -29.92934 -29.88438 -29.81585
 -29.75706 -29.69295 -29.60869 -29.53486 -29.45529 -29.48926 -29.39716 -29.09613
 -30.21216 -30.21012 -30.20795 -30.20408 -30.20000 -30.19493 -30.18648 -30.17847
 -30.16875 -30.15325 -30.13932 -30.12305 -30.09646 -30.07339 -30.04893 -30.00870
 -29.97162 -29.93250 -29.88554 -29.84114 -29.78969 -29.85318 -29.76996 -29.46893
 -29.80981 -29.81415 -29.81844 -29.82274 -29.82531 -29.82830 -29.83117 -29.83243
 -29.83380 -29.83462 -29.83416 -29.83295 -29.82898 -29.82488 -29.82116 -29.81415
 -29.80559 -29.79530 -29.79003 -29.77643 -29.74896 -29.83687 -29.76186 -29.46083
 -29.35519 -29.36153 -29.36774 -29.37489 -29.37981 -29.38510 -29.39126 -29.39538
 -29.39989 -29.40511 -29.40817 -29.41094 -29.41413 -29.41622 -29.41812 -29.42030
 -29.42071 -29.42020 -29.42754 -29.42195 -29.40051 -29.49543 -29.42312 -29.12209
 -28.87485 -28.88204 -28.88939 -28.89797 -28.90352 -28.90892 -28.91626 -28.92167
 -28.92647 -28.93231 -28.93638 -28.94000 -28.94461 -28.94769 -28.94991 -28.95295
 -28.95408 -28.95339 -28.96142 -28.95723 -28.93658 -29.03082 -28.95783 -28.65680
 -28.55673 -28.56418 -28.57225 -28.58127 -28.58703 -28.59349 -28.60205 -28.60783
 -28.61298 -28.61955 -28.62425 -28.62833 -28.63369 -28.63744 -28.64007 -28.64289
 -28.64401 -28.64432 -28.65328 -28.64888 -28.62784 -28.72271 -28.65035 -28.34932
 -28.48728 -28.49456 -28.50185 -28.51159 -28.51871 -28.52528 -28.53372 -28.53985
 -28.54533 -28.55157 -28.55599 -28.56057 -28.56594 -28.56903 -28.57140 -28.57465
 -28.57636 -28.57710 -28.58610 -28.58159 -28.56059 -28.65431 -28.58108 -28.28005
 -28.49827 -28.50585 -28.51382 -28.52366 -28.53053 -28.53749 -28.54567 -28.55128
 -28.55720 -28.56395 -28.56859 -28.57384 -28.57867 -28.58111 -28.58457 -28.58828
 -28.58930 -28.59014 -28.59870 -28.59366 -28.57325 -28.66780 -28.59465 -28.29362
 -28.58595 -28.59444 -28.60287 -28.61254 -28.61901 -28.62581 -28.63495 -28.64133
 -28.64684 -28.65368 -28.65869 -28.66322 -28.66832 -28.67186 -28.67537 -28.67827
 -28.67873 -28.67930 -28.68788 -28.68297 -28.66269 -28.75721 -28.68400 -28.38297
 -28.68270 -28.69136 -28.70028 -28.71045 -28.71684 -28.72317 -28.73270 -28.73989
 -28.74557 -28.75247 -28.75746 -28.76157 -28.76696 -28.77067 -28.77311 -28.77683
 -28.77851 -28.77768 -28.78634 -28.78290 -28.76186 -28.85549 -28.78249 -28.48146
 -28.85544 -28.86315 -28.87177 -28.88173 -28.88825 -28.89559 -28.90520 -28.91171
 -28.91776 -28.92538 -28.93054 -28.93477 -28.94024 -28.94368 -28.94556 -28.95045
 -28.95356 -28.95239 -28.96010 -28.95670 -28.93612 -29.03002 -28.95695 -28.65592
 -29.11081 -29.11878 -29.12690 -29.13728 -29.14460 -29.15149 -29.16026 -29.16675
 -29.17300 -29.18034 -29.18529 -29.19010 -29.19572 -29.19932 -29.20256 -29.20617
 -29.20749 -29.20788 -29.21607 -29.21112 -29.19059 -29.28499 -29.21186 -28.91083
 -29.29017 -29.29827 -29.30658 -29.31688 -29.32391 -29.33054 -29.33895 -29.34531
 -29.35176 -29.35936 -29.36450 -29.36967 -29.37489 -29.37784 -29.38118 -29.38544
 -29.38693 -29.38689 -29.39480 -29.39021 -29.37012 -29.46451 -29.39118 -29.09015
 -29.48455 -29.49275 -29.50034 -29.51066 -29.51821 -29.52425 -29.53213 -29.53858
 -29.54472 -29.55182 -29.55673 -29.56163 -29.56687 -29.56996 -29.57317 -29.57782
 -29.57968 -29.57923 -29.58672 -29.58205 -29.56163 -29.65674 -29.58411 -29.28308
 -29.70812 -29.71565 -29.72274 -29.73204 -29.73929 -29.74643 -29.75440 -29.75957
 -29.76497 -29.77222 -29.77714 -29.78116 -29.78637 -29.78997 -29.79236 -29.79560
 -29.79747 -29.79809 -29.80588 -29.80023 -29.77897 -29.87380 -29.80128 -29.50025
 -29.83328 -29.84064 -29.84694 -29.85399 -29.85958 -29.86613 -29.87355 -29.87812
 -29.88319 -29.88990 -29.89431 -29.89802 -29.90264 -29.90564 -29.90757 -29.91018
 -29.91159 -29.91199 -29.91994 -29.91472 -29.89389 -29.98799 -29.91476 -29.61373
 -30.05262 -30.05956 -30.06493 -30.07097 -30.07580 -30.08106 -30.08789 -30.09267
 -30.09714 -30.10252 -30.10621 -30.10964 -30.11387 -30.11653 -30.11851 -30.12153
 -30.12294 -30.12274 -30.13052 -30.12571 -30.10503 -30.19955 -30.12664 -29.82561
 -30.38540 -30.39234 -30.39771 -30.40374 -30.40857 -30.41383 -30.42066 -30.42544
 -30.42992 -30.43530 -30.43898 -30.44242 -30.44665 -30.44931 -30.45128 -30.45430
 -30.45571 -30.45551 -30.46330 -30.45849 -30.43780 -30.53232 -30.45942 -30.15839
 -30.60459 -30.61153 -30.61690 -30.62293 -30.62777 -30.63302 -30.63986 -30.64463
 -30.64911 -30.65449 -30.65817 -30.66161 -30.66584 -30.66850 -30.67047 -30.67349
 -30.67490 -30.67471 -30.68249 -30.67768 -30.65699 -30.75152 -30.67861 -30.37758
 -30.83694 -30.84388 -30.84925 -30.85529 -30.86012 -30.86538 -30.87221 -30.87699
 -30.88146 -30.88684 -30.89053 -30.89396 -30.89819 -30.90085 -30.90283 -30.90585
 -30.90726 -30.90706 -30.91484 -30.91003 -30.88935 -30.98387 -30.91096 -30.60993
 -31.10108 -31.10802 -31.11339 -31.11942 -31.12426 -31.12951 -31.13635 -31.14112
 -31.14560 -31.15098 -31.15466 -31.15810 -31.16233 -31.16499 -31.16696 -31.16998
 -31.17139 -31.17120 -31.17898 -31.17417 -31.15348 -31.24801 -31.17510 -30.87407
 -31.28849 -31.29543 -31.30080 -31.30683 -31.31166 -31.31692 -31.32375 -31.32853
 -31.33301 -31.33839 -31.34207 -31.34551 -31.34974 -31.35240 -31.35437 -31.35739
 -31.35880 -31.35860 -31.36639 -31.36158 -31.34089 -31.43541 -31.36251 -31.06148
 -31.55262 -31.55956 -31.56493 -31.57097 -31.57580 -31.58106 -31.58789 -31.59267
 -31.59714 -31.60252 -31.60621 -31.60964 -31.61387 -31.61653 -31.61851 -31.62153
 -31.62294 -31.62274 -31.63052 -31.62571 -31.60503 -31.69955 -31.62664 -31.32561
 -31.88540 -31.89234 -31.89771 -31.90374 -31.90857 -31.91383 -31.92066 -31.92544
 -31.92992 -31.93530 -31.93898 -31.94242 -31.94665 -31.94931 -31.95128 -31.95430
 -31.95571 -31.95551 -31.96330 -31.95849 -31.93780 -32.03232 -31.95942 -31.65839
 -32.10459 -32.11153 -32.11690 -32.12293 -32.12777 -32.13302 -32.13986 -32.14463
 -32.14911 -32.15449 -32.15817 -32.16161 -32.16584 -32.16850 -32.17047 -32.17349
 -32.17490 -32.17471 -32.18249 -32.17768 -32.15699 -32.25152 -32.17861 -31.87758
 -32.33694 -32.34388 -32.34925 -32.35529 -32.36012 -32.36538 -32.37221 -32.37699
 -32.38146 -32.38684 -32.39053 -32.39396 -32.39819 -32.40085 -32.40283 -32.40585
 -32.40726 -32.40706 -32.41484 -32.41003 -32.38935 -32.48387 -32.41096 -32.10993
 -32.60108 -32.60802 -32.61339 -32.61942 -32.62426 -32.62951 -32.63635 -32.64112
 -32.64560 -32.65098 -32.65466 -32.65810 -32.66233 -32.66499 -32.66696 -32.66998
 -32.67139 -32.67120 -32.67898 -32.67417 -32.65348 -32.74801 -32.67510 -32.37407
---------------------/ IPRT= 2  / IGRD= 0  /--------/ Z1= 1   / DATE= 04/11/99
 -30.05858 -30.05678 -30.05445 -30.05088 -30.04763 -30.04340 -30.03569 -30.02982
