    8   24   30    1    8     /OXYGEN             /GCR PROJECT      
--------------------------------------------------------------------------------
    4    3    4    2    2    1    2    1    1                                   
--------------------------------------------------------------------------------
   7.69897   8.00000   8.30103   8.69897   9.00000   9.30103   9.69897  10.00000
  10.30103  10.69897  11.00000  11.30103  11.69897  12.00000  12.30103  12.69897
  13.00000  13.30103  13.69897  14.00000  14.30103  14.69897  15.00000  15.30103
  -0.69877  -0.52268  -0.30083  -0.15470   0.00020   0.17629   0.30123   0.47732
   0.60226   0.84530   1.00020   1.17629   1.30123   1.47732   1.69917   1.84530
   2.00020   2.17629   2.30123   2.47732   2.69917   2.84530   3.00020   3.17629
   3.30123   3.47732   3.69917   3.84530   4.00020   4.17629
---------------------/ IPRT= 1  / IGRD= 0  /--------/ Z1= 1   / DATE= 26/07/01
 -29.66818 -29.64799 -29.62371 -29.58729 -29.55621 -29.52020 -29.46271 -29.41122
 -29.35314 -29.26562 -29.18986 -29.10384 -28.96984 -28.85129 -28.71749 -28.51528
 -28.34036 -28.14470 -27.86050 -27.62528 -27.37553 -27.08032 -26.83189 -26.53086
 -29.82700 -29.81356 -29.79614 -29.76978 -29.74770 -29.72209 -29.68028 -29.64264
 -29.60061 -29.53580 -29.47870 -29.41432 -29.31471 -29.22589 -29.12402 -28.96886
 -28.83259 -28.67654 -28.44599 -28.24705 -28.02348 -27.75246 -27.51173 -27.21070
 -30.01367 -30.00533 -29.99548 -29.97879 -29.96388 -29.94781 -29.92108 -29.89589
 -29.86754 -29.82554 -29.78849 -29.74447 -29.67579 -29.61537 -29.54626 -29.43968
 -29.34456 -29.23456 -29.07056 -28.91941 -28.73680 -28.53115 -28.32006 -28.01903
 -30.12979 -30.12329 -30.11547 -30.10384 -30.09368 -30.08135 -30.06115 -30.04262
 -30.02133 -29.99074 -29.96407 -29.93126 -29.87904 -29.83303 -29.78066 -29.70007
 -29.62747 -29.54242 -29.41516 -29.29167 -29.13664 -28.99541 -28.81771 -28.51668
 -30.24880 -30.24406 -30.23910 -30.23128 -30.22382 -30.21482 -30.20071 -30.18812
 -30.17345 -30.15051 -30.12992 -30.10589 -30.06860 -30.03557 -29.99748 -29.93821
 -29.88460 -29.82185 -29.72777 -29.63045 -29.50462 -29.43072 -29.28714 -28.98611
 -30.32764 -30.32580 -30.32352 -30.31982 -30.31626 -30.31169 -30.30383 -30.29668
 -30.28872 -30.27619 -30.26437 -30.24996 -30.22717 -30.20710 -30.18418 -30.14792
 -30.11409 -30.07382 -30.01465 -29.94766 -29.85671 -29.84584 -29.73064 -29.42961
 -30.14726 -30.14914 -30.15058 -30.15173 -30.15215 -30.15231 -30.15170 -30.15030
 -30.14801 -30.14412 -30.14002 -30.13409 -30.12452 -30.11595 -30.10547 -30.08825
 -30.07117 -30.04975 -30.02137 -29.98264 -29.92365 -29.96038 -29.86417 -29.56314
 -29.59888 -29.60486 -29.61129 -29.61798 -29.62189 -29.62636 -29.63268 -29.63695
 -29.64028 -29.64440 -29.64727 -29.64934 -29.65215 -29.65411 -29.65502 -29.65589
 -29.65542 -29.65330 -29.65721 -29.64863 -29.62418 -29.71222 -29.63635 -29.33532
 -29.27862 -29.28479 -29.29066 -29.29763 -29.30251 -29.30736 -29.31359 -29.31804
 -29.32218 -29.32678 -29.32986 -29.33306 -29.33679 -29.33907 -29.34113 -29.34365
 -29.34415 -29.34330 -29.35056 -29.34528 -29.32386 -29.41758 -29.34448 -29.04345
 -28.96253 -28.96929 -28.97616 -28.98350 -28.98808 -28.99296 -28.99911 -29.00366
 -29.00861 -29.01353 -29.01648 -29.02043 -29.02528 -29.02738 -29.02822 -29.03091
 -29.03256 -29.03173 -29.03974 -29.03588 -29.01534 -29.10964 -29.03671 -28.73568
 -28.91884 -28.92542 -28.93191 -28.93953 -28.94468 -28.94976 -28.95615 -28.96075
 -28.96519 -28.96962 -28.97290 -28.97769 -28.98302 -28.98464 -28.98474 -28.98738
 -28.98922 -28.98776 -28.99611 -28.99320 -28.97259 -29.06642 -28.99341 -28.69238
 -28.96753 -28.97427 -28.97968 -28.98747 -28.99381 -28.99901 -29.00555 -29.01006
 -29.01326 -29.01863 -29.02329 -29.02641 -29.02978 -29.03232 -29.03445 -29.03721
 -29.03813 -29.03771 -29.04534 -29.04059 -29.02030 -29.11512 -29.04218 -28.74115
 -29.04448 -29.05161 -29.05835 -29.06602 -29.07120 -29.07632 -29.08254 -29.08707
 -29.09191 -29.09752 -29.10097 -29.10423 -29.10828 -29.11076 -29.11250 -29.11512
 -29.11622 -29.11575 -29.12353 -29.11897 -29.09856 -29.19328 -29.12040 -28.81937
 -29.19686 -29.20296 -29.20898 -29.21668 -29.22230 -29.22775 -29.23429 -29.23881
 -29.24328 -29.24898 -29.25273 -29.25569 -29.25940 -29.26197 -29.26385 -29.26668
 -29.26779 -29.26711 -29.27480 -29.27035 -29.24997 -29.34481 -29.27202 -28.97099
 -29.43067 -29.43668 -29.44235 -29.44997 -29.45571 -29.46098 -29.46767 -29.47241
 -29.47649 -29.48164 -29.48531 -29.48833 -29.49220 -29.49501 -29.49720 -29.49960
 -29.50018 -29.49972 -29.50773 -29.50308 -29.48242 -29.57770 -29.50535 -29.20432
 -29.59713 -29.60302 -29.60870 -29.61642 -29.62204 -29.62680 -29.63243 -29.63673
 -29.64120 -29.64674 -29.65047 -29.65385 -29.65732 -29.65952 -29.66203 -29.66522
 -29.66577 -29.66459 -29.67279 -29.66882 -29.64779 -29.74229 -29.66980 -29.36877
 -29.76985 -29.77628 -29.78147 -29.78852 -29.79411 -29.79876 -29.80439 -29.80841
 -29.81199 -29.81754 -29.82201 -29.82527 -29.82745 -29.82907 -29.83226 -29.83557
 -29.83563 -29.83490 -29.84309 -29.83864 -29.81777 -29.91156 -29.83833 -29.53730
 -29.95933 -29.96446 -29.96888 -29.97546 -29.98072 -29.98488 -29.99021 -29.99402
 -29.99679 -30.00105 -30.00463 -30.00719 -30.01025 -30.01263 -30.01457 -30.01612
 -30.01635 -30.01678 -30.02506 -30.01972 -29.99884 -30.09326 -30.02026 -29.71923
 -30.04486 -30.04849 -30.05268 -30.05787 -30.06126 -30.06454 -30.06862 -30.07167
 -30.07491 -30.07853 -30.08075 -30.08307 -30.08609 -30.08782 -30.08886 -30.09090
 -30.09166 -30.09066 -30.09806 -30.09346 -30.07290 -30.16756 -30.09472 -29.79369
 -30.23659 -30.23966 -30.24309 -30.24751 -30.25065 -30.25386 -30.25760 -30.26003
 -30.26246 -30.26551 -30.26769 -30.26979 -30.27214 -30.27352 -30.27471 -30.27652
 -30.27679 -30.27573 -30.28296 -30.27810 -30.25752 -30.35225 -30.27942 -29.97839
 -30.56936 -30.57243 -30.57587 -30.58029 -30.58343 -30.58664 -30.59038 -30.59281
 -30.59523 -30.59829 -30.60046 -30.60256 -30.60492 -30.60629 -30.60748 -30.60929
 -30.60956 -30.60850 -30.61574 -30.61088 -30.59030 -30.68503 -30.61220 -30.31117
 -30.78855 -30.79162 -30.79506 -30.79948 -30.80262 -30.80583 -30.80957 -30.81200
 -30.81442 -30.81748 -30.81965 -30.82176 -30.82411 -30.82548 -30.82667 -30.82848
 -30.82875 -30.82769 -30.83493 -30.83007 -30.80949 -30.90422 -30.83139 -30.53036
 -31.02090 -31.02398 -31.02741 -31.03183 -31.03497 -31.03818 -31.04192 -31.04435
 -31.04677 -31.04983 -31.05200 -31.05411 -31.05646 -31.05783 -31.05903 -31.06084
 -31.06111 -31.06004 -31.06728 -31.06242 -31.04184 -31.13657 -31.06374 -30.76271
 -31.28504 -31.28811 -31.29155 -31.29597 -31.29911 -31.30232 -31.30606 -31.30849
 -31.31091 -31.31397 -31.31614 -31.31825 -31.32060 -31.32197 -31.32316 -31.32497
 -31.32524 -31.32418 -31.33142 -31.32656 -31.30598 -31.40071 -31.32788 -31.02685
 -31.47245 -31.47552 -31.47896 -31.48338 -31.48652 -31.48973 -31.49347 -31.49590
 -31.49832 -31.50138 -31.50355 -31.50565 -31.50801 -31.50938 -31.51057 -31.51238
 -31.51265 -31.51159 -31.51883 -31.51397 -31.49339 -31.58812 -31.51529 -31.21426
 -31.73659 -31.73966 -31.74309 -31.74751 -31.75065 -31.75386 -31.75760 -31.76003
 -31.76246 -31.76551 -31.76769 -31.76979 -31.77214 -31.77352 -31.77471 -31.77652
 -31.77679 -31.77573 -31.78296 -31.77810 -31.75752 -31.85225 -31.77942 -31.47839
 -32.06936 -32.07243 -32.07587 -32.08029 -32.08343 -32.08664 -32.09038 -32.09281
