{NUMBER OF COLUMNS}  5 
*
* Data taken from JET Langmuir probes
*
*     psin         Jsat          Ne        Te        Ti   
*               (A m-2)       (m-3)      (eV)      (eV)
{DATA LIST} 
 0.980   2.073e+003   4.394e+017     9.1     9.1
 0.982   2.638e+003   5.546e+017     9.2     9.2
 0.984   3.015e+003   6.237e+017     9.5     9.5
 0.986   3.959e+003   8.063e+017     9.8     9.8
 0.988   4.901e+003   9.931e+017     9.9     9.9
 0.990   5.182e+003   1.050e+018     9.9     9.9
 0.992   5.653e+003   1.188e+018     9.2     9.2
 0.994   6.597e+003   1.469e+018     8.2     8.2
 0.996   7.068e+003   1.574e+018     8.2     8.2
 0.998   8.952e+003   1.862e+018     9.4     9.4
 1.000   1.545e+004   2.833e+018    12.1    12.1
 1.002   1.903e+004   3.433e+018    12.5    12.5
 1.004   1.498e+004   3.150e+018     9.2     9.2
 1.006   1.291e+004   2.967e+018     7.7     7.7
 1.008   9.988e+003   2.442e+018     6.8     6.8
 1.010   7.163e+003   1.896e+018     5.8     5.8
 1.012   4.901e+003   1.370e+018     5.2     5.2
 1.014   3.299e+003   9.600e+017     4.8     4.8
 1.016   1.978e+003   5.882e+017     4.6     4.6
 1.018   1.602e+003   4.614e+017     4.9     4.9
 1.020   1.507e+003   4.931e+017     3.8     3.8
 1.022   1.507e+003   5.213e+017     3.4     3.4
 1.024   1.507e+003   5.459e+017     3.1     3.1
 1.026   1.507e+003   5.644e+017     2.9     2.9
 1.028   1.507e+003   5.961e+017     2.6     2.6
 1.030   1.507e+003   6.079e+017     2.5     2.5
 1.032   1.507e+003   6.204e+017     2.4     2.4
 1.034   1.507e+003   6.480e+017     2.2     2.2
 1.036   1.507e+003   6.633e+017     2.1     2.1
{END}
