{NUMBER OF COLUMNS}  4 
* from divimpISP.dat by email from Karl, 27/04/2010
* PSIn   jsat          Te    Ti
*        (A m-2)       (eV)  (eV)
{DATA LIST} 
  0.958  3.406e+003    7.4   7.4       7.973e+017 
  0.959  3.406e+003    7.4   7.4       7.973e+017 
  0.960  3.706e+003    5.3   5.3       1.028e+018 
  0.961  4.471e+003    6.6   6.6       1.113e+018 
  0.962  4.484e+003    6.1   6.1       1.162e+018 
  0.963  4.895e+003    6.6   6.6       1.217e+018 
  0.964  5.248e+003    5.6   5.6       1.413e+018 
  0.965  5.895e+003    6.3   6.3       1.496e+018 
  0.966  8.093e+003    8.4   8.4       1.776e+018 
  0.967  8.302e+003    6.7   6.7       2.039e+018 
  0.968  1.010e+004    5.8   5.8       2.668e+018 
  0.969  9.609e+003    6.5   6.5       2.401e+018 
  0.970  1.233e+004    7.3   7.3       2.916e+018 
  0.971  1.304e+004    7.1   7.1       3.111e+018 
  0.972  1.478e+004    6.7   6.7       3.631e+018 
  0.973  1.580e+004    7.5   7.5       3.687e+018 
  0.974  2.049e+004    8.0   8.0       4.627e+018 
  0.975  2.168e+004    7.8   7.8       4.947e+018 
  0.976  2.263e+004    7.9   7.9       5.122e+018 
  0.977  2.723e+004    7.2   7.2       6.475e+018 
  0.978  2.948e+004    7.1   7.1       7.069e+018 
  0.979  3.197e+004    7.1   7.1       7.650e+018 
  0.980  3.319e+004    7.5   7.5       7.717e+018 
  0.981  3.980e+004    8.6   8.6       8.664e+018 
  0.982  4.746e+004    9.2   9.2       9.956e+018 
  0.983  4.834e+004    9.8   9.8       9.871e+018 
  0.984  5.364e+004    9.6   9.6       1.106e+019 
  0.985  6.600e+004    9.9   9.9       1.339e+019 
  0.986  7.133e+004    9.2   9.2       1.497e+019 
  0.987  8.174e+004   11.3  11.3       1.548e+019 
  0.988  8.732e+004   11.1  11.1       1.669e+019 
  0.989  1.023e+005   12.8  12.8       1.823e+019 
  0.990  9.611e+004   10.4  10.4       1.897e+019 
  0.991  1.007e+005    9.5   9.5       2.084e+019 
  0.992  1.077e+005    8.6   8.6       2.339e+019 
  0.993  1.084e+005    7.0   7.0       2.613e+019 
  0.994  1.305e+005    7.9   7.9       2.966e+019 
  0.995  1.322e+005    7.1   7.1       3.165e+019 
  0.996  1.215e+005    7.8   7.8       2.782e+019 
  0.997  1.571e+005    9.0   9.0       3.336e+019 
  0.998  1.686e+005    8.7   8.7       3.637e+019 
  0.999  2.155e+005    9.1   9.1       4.568e+019 
  1.000  3.032e+005   11.1  11.1       5.814e+019 
  1.001  3.767e+005   13.5  13.5       6.542e+019 
  1.002  3.286e+005   13.7  13.7       5.653e+019 
  1.003  3.007e+005   10.9  10.9       5.820e+019 
  1.004  3.432e+005   10.0  10.0       5.475e+019 
  1.005  2.767e+005    8.7   8.7       5.988e+019 
  1.006  2.674e+005    7.9   7.9       6.050e+019 
  1.007  2.187e+005    7.4   7.4       5.116e+019 
  1.008  1.832e+005    6.7   6.7       4.522e+019 
  1.009  1.837e+005    6.8   6.8       4.505e+019 
  1.010  1.465e+005    5.8   5.8       3.863e+019 
  1.011  1.283e+005    5.2   5.2       3.574e+019 
  1.012  1.100e+005    5.2   5.2       3.067e+019 
  1.013  7.987e+004    4.9   4.9       2.289e+019 
  1.014  6.825e+004    4.9   4.9       1.962e+019 
  1.015  5.216e+004    4.9   4.9       1.501e+019 
  1.016  4.122e+004    4.6   4.6       1.225e+019 
  1.017  3.795e+004    4.8   4.8       1.106e+019 
  1.018  3.489e+004    4.3   4.3       1.068e+019 
  1.019  3.248e+004    4.3   4.3       9.951e+018 
  1.020  3.232e+004    3.6   3.6       1.092e+019 
  1.200  3.232e+004    3.6   3.6       1.092e+019   ADDED POINT, WILL CATCH MAIN CHAMBER RINGS AS WELL
{END}
