* BM09 3D backspace test			
2.0			
{09 SIDE 10}			
5.736067	4.519094	5.790767	4.634551
5.790767	4.634551	5.801885	4.658018
5.801885	4.658018	5.854806	4.769721
5.854806	4.769721	5.901501	4.868282
5.901501	4.868282	5.908617	4.883301
5.908617	4.883301	5.936634	4.942437
{09 GAP 10}			
5.790767	4.634551	5.808696	4.626274
5.801885	4.658018	5.819814	4.649741
5.854806	4.769721	5.872735	4.761444
5.901501	4.868282	5.919431	4.860005
5.908617	4.883301	5.926546	4.875024
{09 END 10}			
5.936634	4.942437	5.954563	4.934160
