* BM14 3D backspace test			
2.0			
{14 SB}			
8.379385	1.705649	8.509530	0.636561
8.403601	1.715023	8.535487	0.637296
8.518872	1.759642	8.659042	0.640792
8.620581	1.799011	8.768062	0.643878
8.636079	1.805011	8.784674	0.644348
{14 END}			
8.850086	0.646199	8.697105	1.828632
{14 SIDE 13}			
8.260240	1.659530	8.379385	1.705649
8.379385	1.705649	8.403601	1.715023
8.403601	1.715023	8.518872	1.759642
8.518872	1.759642	8.620581	1.799011
8.620581	1.799011	8.636079	1.805011
8.636079	1.805011	8.697105	1.828632
{14 SIDE 15}			
8.381822	0.632947	8.509530	0.636561
8.509530	0.636561	8.535487	0.637296
8.535487	0.637296	8.659042	0.640792
8.659042	0.640792	8.768062	0.643878
8.768062	0.643878	8.784674	0.644348
8.784674	0.644348	8.850086	0.646199
{14 GAP 15}			
8.509530	0.636561	8.509872	0.616611
8.535487	0.637296	8.535829	0.617346
8.659042	0.640792	8.659384	0.620842
8.768062	0.643878	8.768404	0.623928
8.784674	0.644348	8.785016	0.624398
{14 END 15}			
8.850086	0.646199	8.850428	0.626249
{15 SIDE 14}			
8.382164	0.612997	8.509872	0.616611
8.509872	0.616611	8.535829	0.617346
8.535829	0.617346	8.659384	0.620842
8.659384	0.620842	8.768404	0.623928
8.768404	0.623928	8.785016	0.624398
8.785016	0.624398	8.850428	0.626249
