* BM12 3D backspace test			
2.0			
{12 SB}			
7.496592	3.238726	7.999229	2.521711
7.515286	3.256749	8.020889	2.536034
7.604270	3.342540	8.123991	2.604212
7.682784	3.418238	8.214963	2.664368
7.694749	3.429773	8.228825	2.673535
{12 END}			
8.283408	2.709629	7.741857	3.475192
{12 SIDE 11}			
7.404618	3.150052	7.496592	3.238726
7.496592	3.238726	7.515286	3.256749
7.515286	3.256749	7.604270	3.342540
7.604270	3.342540	7.682784	3.418238
7.682784	3.418238	7.694749	3.429773
7.694749	3.429773	7.741857	3.475192
{12 SIDE 13}			
7.892662	2.451242	7.999229	2.521711
7.999229	2.521711	8.020889	2.536034
8.020889	2.536034	8.123991	2.604212
8.123991	2.604212	8.214963	2.664368
8.214963	2.664368	8.228825	2.673535
8.228825	2.673535	8.283408	2.709629
{12 GAP 13}			
7.999229	2.521711	8.009354	2.504134
8.020889	2.536034	8.031014	2.518457
8.123991	2.604212	8.134115	2.586634
8.214963	2.664368	8.225087	2.646791
8.228825	2.673535	8.238950	2.655958
{12 END 13}			
8.283408	2.709629	8.293533	2.692052
