* BM13 3D backspace test			
2.0			
{13 SB}			
8.009354	2.504134	8.373818	1.725394
8.031014	2.518457	8.398035	1.734768
8.134115	2.586634	8.513305	1.779387
8.225087	2.646791	8.615014	1.818757
8.238950	2.655958	8.630513	1.824756
{13 END}			
8.691538	1.848378	8.293533	2.692052
{13 SIDE 12}			
7.902786	2.433665	8.009354	2.504134
8.009354	2.504134	8.031014	2.518457
8.031014	2.518457	8.134115	2.586634
8.134115	2.586634	8.225087	2.646791
8.225087	2.646791	8.238950	2.655958
8.238950	2.655958	8.293533	2.692052
{13 SIDE 14}			
8.254674	1.679275	8.373818	1.725394
8.373818	1.725394	8.398035	1.734768
8.398035	1.734768	8.513305	1.779387
8.513305	1.779387	8.615014	1.818757
8.615014	1.818757	8.630513	1.824756
8.630513	1.824756	8.691538	1.848378
{13 GAP 14}			
8.373818	1.725394	8.379385	1.705649
8.398035	1.734768	8.403601	1.715023
8.513305	1.779387	8.518872	1.759642
8.615014	1.818757	8.620581	1.799011
8.630513	1.824756	8.636079	1.805011
{13 END 14}			
8.691538	1.848378	8.697105	1.828632
