* BM11 3D backspace test			
2.0			
{11 SB}			
6.679003	3.955565	7.479247	3.256400
6.695421	3.975684	7.498717	3.273583
6.773567	4.071451	7.591393	3.355370
6.842520	4.155951	7.673166	3.427536
6.853027	4.168827	7.685627	3.438532
{11 END}			
7.734691	3.481831	6.894399	4.219527
{11 SIDE 10}			
6.598230	3.856580	6.679003	3.955565
6.679003	3.955565	6.695421	3.975684
6.695421	3.975684	6.773567	4.071451
6.773567	4.071451	6.842520	4.155951
6.842520	4.155951	6.853027	4.168827
6.853027	4.168827	6.894399	4.219527
{11 SIDE 12}			
7.383455	3.171864	7.479247	3.256400
7.479247	3.256400	7.498717	3.273583
7.498717	3.273583	7.591393	3.355370
7.591393	3.355370	7.673166	3.427536
7.673166	3.427536	7.685627	3.438532
7.685627	3.438532	7.734691	3.481831
{11 GAP 12}			
7.479247	3.256400	7.505908	3.226716
7.498717	3.273583	7.525378	3.243898
7.591393	3.355370	7.618054	3.325685
7.673166	3.427536	7.699827	3.397851
7.685627	3.438532	7.712288	3.408847
{11 END 12}			
7.734691	3.481831	7.761352	3.452147
