* BM12 3D backspace test			
2.0			
{12 SB}			
7.505908	3.226716	7.991705	2.532557
7.525378	3.243898	8.013004	2.547411
7.618054	3.325685	8.114387	2.618118
7.699827	3.397851	8.203843	2.680507
7.712288	3.408847	8.217475	2.690014
{12 END}			
8.271148	2.727447	7.761352	3.452147
{12 SIDE 11}			
7.410116	3.142179	7.505908	3.226716
7.505908	3.226716	7.525378	3.243898
7.525378	3.243898	7.618054	3.325685
7.618054	3.325685	7.699827	3.397851
7.699827	3.397851	7.712288	3.408847
7.712288	3.408847	7.761352	3.452147
{12 SIDE 13}			
7.886914	2.459473	7.991705	2.532557
7.991705	2.532557	8.013004	2.547411
8.013004	2.547411	8.114387	2.618118
8.114387	2.618118	8.203843	2.680507
8.203843	2.680507	8.217475	2.690014
8.217475	2.690014	8.271148	2.727447
{12 GAP 13}			
7.991705	2.532557	8.011904	2.497473
8.013004	2.547411	8.033203	2.512328
8.114387	2.618118	8.134587	2.583035
8.203843	2.680507	8.224042	2.645424
8.217475	2.690014	8.237674	2.654931
{12 END 13}			
8.271148	2.727447	8.291347	2.692364
