* BM11 3D backspace test			
2.0			
{11 SB}			
6.670788	3.962668	7.482767	3.254140
6.687010	3.982944	7.501461	3.272163
6.764229	4.079460	7.590445	3.357954
6.832363	4.164622	7.668959	3.433652
6.842745	4.177599	7.680924	3.445186
{11 END}			
7.728032	3.490605	6.883626	4.228696
{11 SIDE 10}			
6.590974	3.862907	6.670788	3.962668
6.670788	3.962668	6.687010	3.982944
6.687010	3.982944	6.764229	4.079460
6.764229	4.079460	6.832363	4.164622
6.832363	4.164622	6.842745	4.177599
6.842745	4.177599	6.883626	4.228696
{11 SIDE 12}			
7.390793	3.165465	7.482767	3.254140
7.482767	3.254140	7.501461	3.272163
7.501461	3.272163	7.590445	3.357954
7.590445	3.357954	7.668959	3.433652
7.668959	3.433652	7.680924	3.445186
7.680924	3.445186	7.728032	3.490605
{11 GAP 12}			
7.482767	3.254140	7.496592	3.238726
7.501461	3.272163	7.515286	3.256749
7.590445	3.357954	7.604270	3.342540
7.668959	3.433652	7.682784	3.418238
7.680924	3.445186	7.694749	3.429773
{11 END 12}			
7.728032	3.490605	7.741857	3.475192
