* BM10 3D backspace test			
2.0			
{10 SB}			
5.819657	4.618538	6.648425	3.980682
5.831301	4.641749	6.664843	4.000801
5.886726	4.752231	6.742989	4.096568
5.935630	4.849714	6.811942	4.181068
5.943082	4.864569	6.822449	4.193944
{10 END}			
6.863821	4.244644	5.972424	4.923059
{10 SIDE 09}			
5.762369	4.504343	5.819657	4.618538
5.819657	4.618538	5.831301	4.641749
5.831301	4.641749	5.886726	4.752231
5.886726	4.752231	5.935630	4.849714
5.935630	4.849714	5.943082	4.864569
5.943082	4.864569	5.972424	4.923059
{10 SIDE 11}			
6.567652	3.881697	6.648425	3.980682
6.648425	3.980682	6.664843	4.000801
6.664843	4.000801	6.742989	4.096568
6.742989	4.096568	6.811942	4.181068
6.811942	4.181068	6.822449	4.193944
6.822449	4.193944	6.863821	4.244644
{10 GAP 11}			
6.648425	3.980682	6.679003	3.955565
6.664843	4.000801	6.695421	3.975684
6.742989	4.096568	6.773567	4.071451
6.811942	4.181068	6.842520	4.155951
6.822449	4.193944	6.853027	4.168827
{10 END 11}			
6.863821	4.244644	6.894399	4.219527
