* BM13 3D backspace test			
2.0			
{13 SB}			
8.011904	2.497473	8.367248	1.740130
8.033203	2.512328	8.390935	1.750770
8.134587	2.583035	8.503686	1.801420
8.224042	2.645424	8.603172	1.846110
8.237674	2.654931	8.618332	1.852920
{13 END}			
8.678024	1.879735	8.291347	2.692364
{13 SIDE 12}			
7.907113	2.424389	8.011904	2.497473
8.011904	2.497473	8.033203	2.512328
8.033203	2.512328	8.134587	2.583035
8.134587	2.583035	8.224042	2.645424
8.224042	2.645424	8.237674	2.654931
8.237674	2.654931	8.291347	2.692364
{13 SIDE 14}			
8.250708	1.687778	8.367248	1.740130
8.367248	1.740130	8.390935	1.750770
8.390935	1.750770	8.503686	1.801420
8.503686	1.801420	8.603172	1.846110
8.603172	1.846110	8.618332	1.852920
8.618332	1.852920	8.678024	1.879735
{13 GAP 14}			
8.367248	1.740130	8.377959	1.701935
8.390935	1.750770	8.401646	1.712576
8.503686	1.801420	8.514397	1.763225
8.603172	1.846110	8.613883	1.807916
8.618332	1.852920	8.629042	1.814726
{13 END 14}			
8.678024	1.879735	8.688734	1.841540
