* limiter
1.0			
{DIVERTOR}
4.3916	-4.0500
4.3916	-2.7272
4.0674	-2.5401
3.7497	-2.5401
3.7532	-2.6932
3.6311	-2.7844
3.5984	-2.9600
3.6311	-3.1527
3.6449	-3.2318
3.6449	-3.3093
3.6827	-3.3093
3.7842	-3.2284
3.8340	-3.2284
3.8340	-3.2473
3.7137	-3.4745
3.6810	-3.5553
3.6661	-3.6325
3.6661	-3.6932
3.6928	-3.8338
3.7437	-4.0157
3.8309	-4.2122
3.9429	-4.4037
4.1319	-4.6099
4.1974	-4.6535
4.2846	-4.6899
5.2008	-5.0004
5.3099	-5.0076
5.4357	-4.9865
5.4357	-4.9865
5.7292	-4.9373
5.8286	-4.9058
5.9231	-4.8500
5.9886	-4.7869
6.0986	-4.6608
6.1001	-4.3361
6.1009	-4.1612
6.6777	-4.1612
6.7141	-4.0375
6.7892	-3.9138
6.7868	-4.0375
6.9201	-4.0400
6.9928	-4.1564
7.1075	-4.0623
7.1940	-3.9332
7.1263	-3.8459
6.9711	-3.8484
6.9371	-3.7465
6.8280	-3.6859
6.8304	-3.3803
6.5856	-3.3205
6.5856	-3.3205
6.3459	-3.2886
6.3569	-3.2449
6.1323	-3.2449
5.7958	-3.3964
5.5707	-3.8076
5.5707	-4.4919
4.3916	-4.0500
{BUMPER LIMITER}	
3.5710	-1.0000
4.0390	-1.0000
3.8990	-0.3118
3.8642	-0.1063
3.8375	0.1041
3.8094	0.3177
3.8000	0.5330
3.8094	0.7483
3.8375	0.9619
3.8642	1.1723
3.8990	1.3778
4.0391	2.0500
3.5710	2.0500
{DISCRETE LIMITER 1}	
3.5712	-2.5200
4.0392	-2.5200
4.0390	-1.4970
4.0390	-1.0000
{DISCRETE LIMITER 2}		
4.0391	2.0500
4.0390	2.5630
4.0390	3.5882
4.3207	4.3216
4.9112	4.6942
5.7467	4.5149
6.5839	3.8704
7.3994	3.1593
7.8993	2.4434
8.2595	1.6703
8.3852	0.6130
8.2959	-0.4295
7.8842	-1.3580
7.2667	-2.2711
6.1500	-3.1500
6.6700	-3.2500
{VACUUM VESSEL}
3.5712	-3.0000
3.5712	-2.5200
3.5710	-1.4970
3.5710	-1.0000
3.5710	-0.4820
3.5710	0.6608
3.5710	1.7323
3.5710	2.0500
3.5710	2.5630
3.5777	3.6670
3.7000	4.1750
3.9610	4.6210
4.4000	4.9500
4.9500	5.1300
5.4750	5.1000
5.9434	4.9396
6.8806	4.2323
7.7476	3.4720
8.3048	2.6771
8.7097	1.7983
8.8532	0.6207
8.7492	-0.5460
8.2936	-1.5848
7.6500	-2.5000
6.6700	-3.2500
7.1000	-3.3700
7.5000	-3.1000
7.6300	-3.1000
7.5625	-3.2760
7.2304	-3.9526
7.1286	-4.0885
7.0268	-4.2243
6.8501	-4.4157
6.6145	-4.6075
6.3842	-4.7627
6.1415	-4.8912
5.7874	-5.0149
5.4093	-5.0901
5.2057	-5.1071
5.0263	-5.1022
4.7718	-5.0610
4.5779	-5.0028
4.3840	-4.9106
4.1756	-4.7700
3.9865	-4.6002
3.8309	-4.4038
3.7001	-4.1661
3.6128	-3.9090
3.5764	-3.7271
3.5643	-3.5428
3.5712	-2.9686
3.5712	-2.5455
3.5712	-3.0000
