* BM13 3D backspace test			
2.0			
{13 SB}			
8.021124	2.482082	8.371585	1.729116
8.044348	2.493698	8.396160	1.737503
8.154896	2.548991	8.513141	1.777422
8.252438	2.597779	8.616360	1.812645
8.267302	2.605213	8.632088	1.818012
{13 END}			
8.694020	1.839146	8.325827	2.634486
{13 SIDE 12}			
7.906861	2.424930	8.021124	2.482082
8.021124	2.482082	8.044348	2.493698
8.044348	2.493698	8.154896	2.548991
8.154896	2.548991	8.252438	2.597779
8.252438	2.597779	8.267302	2.605213
8.267302	2.605213	8.325827	2.634486
{13 SIDE 14}			
8.250672	1.687855	8.371585	1.729116
8.371585	1.729116	8.396160	1.737503
8.396160	1.737503	8.513141	1.777422
8.513141	1.777422	8.616360	1.812645
8.616360	1.812645	8.632088	1.818012
8.632088	1.818012	8.694020	1.839146
{13 GAP 14}			
8.371585	1.729116	8.382269	1.691368
8.396160	1.737503	8.406845	1.699755
8.513141	1.777422	8.523826	1.739674
8.616360	1.812645	8.627044	1.774897
8.632088	1.818012	8.642773	1.780264
{13 END 14}			
8.694020	1.839146	8.704704	1.801398
